51.50853, -0.12574
52.52437, 13.41053
40.4165, -3.70256
41.89193, 12.51133
48.85341, 2.3488
44.43225, 26.10626
53.55073, 9.99302
53.9, 27.56667
47.49835, 19.04045
52.22977, 21.01178
48.20849, 16.37208
41.38879, 2.15899
59.32938, 18.06871
45.46427, 9.18951
44.80401, 20.46513
48.13743, 11.57549
50.08804, 14.42076
55.67594, 12.56553
42.69751, 23.32415
52.48142, -1.89983
53.33306, -6.24889
50.85045, 4.34878
48.71939, 44.50183
50.93333, 6.95
40.85216, 14.26811
43.29695, 5.38107
53.41058, -2.97794
45.07049, 7.68682
39.47391, -0.37966
51.77058, 19.47395
50.06143, 19.93658
52.37403, 4.88969
43.84864, 18.35644
37.38283, -5.97317
41.65606, -0.87734
37.98376, 23.72784
45.81444, 15.97798
60.16952, 24.93545
50.11552, 8.68417
38.1166, 13.3636
47.00556, 28.8575
51.1, 17.03333
48.78232, 9.17702
54.32824, 48.38657
55.86515, -4.25763
51.22172, 6.77616
51.9225, 4.47917
51.30147, 12.32322
51.31568, 12.31979
51.45657, 7.01228
-23.5475, -46.63611
19.42847, -99.12766
40.71427, -74.00597
-12.04318, -77.02824
4.60971, -74.08175
-22.90642, -43.18223
-33.45694, -70.64827
34.05223, -118.24368
10.48801, -66.87919
-34.61315, -58.37723
-0.22985, -78.52495
40.6501, -73.94958
-2.19616, -79.88621
-19.92083, -43.93778
-12.97563, -38.49096
41.85003, -87.65005
43.70643, -79.39864
-3.71722, -38.54306
3.43722, -76.5225
29.76328, -95.36327
40.68149, -73.83652
10.66663, -71.61245
-3.10194, -60.025
-15.77972, -47.92972
18.47186, -69.89232
23.13302, -82.38304
-16.5, -68.15
6.25184, -75.56359
-33.86785, 151.20732
-37.814, 144.96332
-27.46794, 153.02809
-31.95224, 115.8614
-34.92866, 138.59863
-28.00029, 153.43088
-35.28346, 149.12807
-32.92953, 151.7801
